Word	product	level
AftA	Arabinofuranosyltransferase AftA	1
AgeI	Type-2 restriction enzyme AgeI	1
AggB	Protein AggB	1
AggC	Outer membrane usher protein AggC	1
AggD	Chaperone protein AggD	1
AggR	Transcriptional activator AggR	1
AglR	HTH-type transcriptional regulator AglR	1
AgrB	Putative AgrB-like protein	1
AhcY	AhcY transcriptional activator HvrB	1
AhpA	Protein AhpA	1
AhyR	Transcriptional activator protein AhyR/AsaR	1
AknT	Protein AknT	1
AlbB	Protein AlbB	1
AlbC	Putative ABC transporter ATP-binding protein AlbC	1
AlbF	Putative zinc protease AlbF	1
AldR	Putative regulator AldR	1
AlgA	Alginate biosynthesis protein AlgA	1
AlgB	Alginate biosynthesis transcriptional regulatory protein AlgB	1
AlgE	Alginate production protein AlgE	1
AlgF	Alginate biosynthesis protein AlgF	1
AlgH	UPF0301 protein AlgH	1
AlgK	Alginate biosynthesis protein AlgK	1
AlgP	Transcriptional regulatory protein AlgP	1
AlgQ	Transcriptional regulatory protein AlgQ	1
AlgU	Sigma factor AlgU negative regulatory protein	1
AlgX	Alginate biosynthesis protein AlgX	1
AliA	Oligopeptide-binding protein AliA	1
AliB	Oligopeptide-binding protein AliB	1
AlkL	Outer membrane protein AlkL	1
AlkR	HTH-type transcriptional regulator AlkR	1
AlkS	HTH-type transcriptional regulator AlkS	1
AllR	HTH-type transcriptional repressor AllR	1
AllS	HTH-type transcriptional activator AllS	1
AlpA	Prophage CP4-57 regulatory protein AlpA	1
AlsA	D-allose import ATP-binding protein AlsA	1
AlsR	HTH-type transcriptional regulator AlsR	1
AlsT	Amino-acid carrier protein AlsT	1
AmhX	Amidohydrolase AmhX	1
AmiA	Oligopeptide-binding protein AmiA	1
AmiB	ATP-dependent protease ATP-binding subunit-like protein AmiB	1
AmiE	Oligopeptide transport ATP-binding protein AmiE	1
AmiF	Oligopeptide transport ATP-binding protein AmiF	1
AmiS	Putative transporter protein AmiS	1
AmpE	Protein AmpE	1
AmpG	Protein AmpG	1
AmpR	HTH-type transcriptional activator AmpR	1
AmpS	Aminopeptidase AmpS	1
AmsH	Amylovoran export outer membrane protein AmsH	1
AmsL	Amylovoran biosynthesis protein AmsL	1
AnsR	HTH-type transcriptional regulator AnsR	1
AntE	Protein AntE	1
Anti	Anti-FlhC(2)FlhD(4) factor YdiV	1
ApaG	Protein ApaG	1
ApcE	Phycobiliprotein ApcE	1
AppA	Oligopeptide-binding protein AppA	1
AppD	Oligopeptide transport ATP-binding protein AppD	1
AppF	Oligopeptide transport ATP-binding protein AppF	1
AppY	HTH-type transcriptional regulator AppY	1
AprD	Alkaline protease secretion ATP-binding protein AprD	1
AprE	Alkaline protease secretion protein AprE	1
AprF	Alkaline protease secretion protein AprF	1
AprX	Serine protease AprX	1
AraC	Putative AraC-like transcription regulator	1
AraG	Arabinose import ATP-binding protein AraG	1
AraJ	Protein AraJ	1
ArcA	Aerobic respiration control protein ArcA	1
ArcB	Aerobic respiration control sensor protein ArcB	1
ArcR	HTH-type transcriptional regulator ArcR	1
ArfA	Peptidoglycan-binding protein ArfA	1
ArfB	Uncharacterized membrane protein ArfB	1
ArfC	Uncharacterized membrane protein ArfC	1
ArfM	Probable transcription regulator ArfM	1
ArgH	Bifunctional protein ArgH	1
ArgO	Arginine exporter protein ArgO	1
AriR	Probable two-component-system connector protein AriR	1
ArlR	Response regulator ArlR	1
AroA	Protein AroA(G)	1
AroM	Protein AroM	1
AroP	Aromatic amino acid transport protein AroP	1
Arp2	Arp2/3 complex-activating protein rickA	1
ArpB	Antibiotic efflux pump membrane transporter ArpB	1
ArpC	Antibiotic efflux pump outer membrane protein ArpC	1
ArpR	Probable HTH-type transcriptional regulator ArpR	1
ArpU	Putative autolysin regulatory protein ArpU	1
ArsB	Arsenite resistance protein ArsB	1
ArsC	Protein ArsC	1
ArtA	Protein ArtA	1
ArtM	Arginine transport ATP-binding protein ArtM	1
ArtP	Arginine transport ATP-binding protein ArtP	1
AruR	Transcriptional regulatory protein AruR	1
AsaR	Transcriptional activator protein AhyR/AsaR	1
AscG	HTH-type transcriptional regulator AscG	1
AseR	HTH-type transcriptional repressor AseR	1
AsmA	Protein AsmA	1
AsnC	Regulatory protein AsnC	1
Asp1	Accessory Sec system protein Asp1	1
Asp2	Accessory Sec system protein Asp2	1
Asp3	Accessory Sec system protein Asp3	1
AtoC	Acetoacetate metabolism regulatory protein AtoC	1
AvaI	Type-2 restriction enzyme AvaI	1
AzlB	Transcriptional regulator AzlB	1
AzlC	Branched-chain amino acid transport protein AzlC	1
AzlD	Branched-chain amino acid transport protein AzlD	1
AzuC	Uncharacterized protein AzuC	1
BCN5	Bacteriocin BCN5	1
BacA	Bacilysin biosynthesis protein BacA	1
BacB	Bacilysin biosynthesis protein BacB	1
BadM	Putative HTH-type transcriptional regulator BadM	1
BaeE	Polyketide biosynthesis protein BaeE	1
BaeR	Transcriptional regulatory protein BaeR	1
BamA	Outer membrane protein assembly factor BamA	1
BamB	Outer membrane protein assembly factor BamB	1
BamC	Outer membrane protein assembly factor BamC	1
BamD	Outer membrane protein assembly factor BamD	1
BamE	Outer membrane protein assembly factor BamE	1
BanI	Type-2 restriction enzyme BanI	1
BasR	Transcriptional regulatory protein BasR	1
BasS	Sensor protein BasS	1
BauR	HTH-type transcriptional activator BauR	1
BbuR	HTH-type transcriptional regulator BbuR	1
BceA	Bacitracin export ATP-binding protein BceA	1
BceR	Sensory transduction protein BceR	1
BceS	Sensor protein BceS	1
BcsE	Cellulose biosynthesis protein BcsE	1
BcsF	Cellulose biosynthesis protein BcsF	1
BcsG	Cellulose biosynthesis protein BcsG	1
BcsQ	Cellulose biosynthesis protein BcsQ	1
BdcR	HTH-type transcriptional repressor BdcR	1
BdlA	Biofilm dispersion protein BdlA	1
BenM	HTH-type transcriptional regulator BenM	1
BepC	Outer membrane efflux protein BepC	1
BepE	Efflux pump membrane transporter BepE	1
BepG	Efflux pump membrane transporter BepG	1
BepR	HTH-type transcriptional repressor BepR	1
BesA	Ferri-bacillibactin esterase BesA	1
BetI	HTH-type transcriptional regulator BetI	1
Beta	Beta-L-arabinobiosidase	1
BexA	ATP-binding protein BexA	1
BexB	Capsule polysaccharide export inner-membrane protein BexB	1
BexC	Capsule polysaccharide export inner-membrane protein BexC	1
BexD	Capsule polysaccharide export protein BexD	1
BfpB	Outer membrane lipoprotein BfpB	1
BfrB	Ferritin BfrB	1
BfrD	Probable TonB-dependent receptor BfrD	1
BgcI	Restriction enzyme BgcI subunit alpha	1
BglI	Type-2 restriction enzyme BglI	1
BglJ	Transcriptional activator protein BglJ	1
BhsA	Multiple stress resistance protein BhsA	1
BhuA	Heme transporter BhuA	1
BicA	Bicarbonate transporter BicA	1
BicB	Putative uncharacterized protein BicB	1
BigA	Putative surface-exposed virulence protein BigA	1
Bile	Bile acid 7-dehydroxylase 1/3	1
BioM	Biotin transport ATP-binding protein BioM	1
BioY	Biotin transporter BioY	1
BipA	GTP-binding protein TypA/BipA	1
BipB	Translocator protein BipB	1
BipC	Effector protein BipC	1
BipD	Translocator protein BipD	1
BirA	Bifunctional enzyme BirA/CoaX	1
BktB	Beta-ketothiolase BktB	1
BlaA	HTH-type transcriptional regulator BlaA	1
BlaI	Transcriptional regulator BlaI	1
BluR	HTH-type transcriptional repressor BluR	1
Blue	Blue-light photoreceptor	1
BofA	Sigma-K factor-processing regulatory protein BofA	1
BofC	Protein BofC	1
BolA	Protein BolA	1
Bone	Bone sialoprotein-binding protein	1
BopA	Effector protein BopA	1
BopE	Guanine nucleotide exchange factor BopE	1
BphR	Uncharacterized HTH-type transcriptional regulator BphR	1
BphX	Uncharacterized BphX-like protein Bxeno_C1129	1
BptA	Protein BptA	1
BraB	Branched-chain amino acid transport system carrier protein BraB	1
BraF	High-affinity branched-chain amino acid transport ATP-binding protein BraF	1
BraG	High-affinity branched-chain amino acid transport ATP-binding protein BraG	1
BrnQ	Branched-chain amino acid transport system carrier protein BrnQ	1
BsaZ	Secretion apparatus protein BsaZ	1
BscR	HTH-type transcriptional repressor BscR	1
BsdA	HTH-type transcriptional regulator BsdA	1
BslI	Type-2 restriction enzyme BslI subunit alpha	1
BsmA	Lipoprotein BsmA	1
BssE	Putative chaperone BssE	1
BssR	Biofilm regulator BssR	1
BssS	Biofilm regulator BssS	1
BtpA	Photosystem I biogenesis protein BtpA	1
BtrV	Putative anti-sigma factor antagonist BtrV	1
BtuB	Vitamin B12 transporter BtuB	1
BtuD	Vitamin B12 import ATP-binding protein BtuD	1
BudR	HTH-type transcriptional regulator BudR	1
BugT	Protein BugT	1
BvgA	Virulence factors putative positive transcription regulator BvgA	1
BvgS	Virulence sensor protein BvgS	1
C307	Endoglucanase C307	1
CD4+	CD4+ T-cell-stimulating antigen	1
CP43	Photosystem II CP43 reaction center protein	1
CP47	Photosystem II CP47 reaction center protein	1
CadC	Cadmium resistance transcriptional regulatory protein CadC	1
CadI	Cadmium-induced protein CadI	1
CapA	Capsular polysaccharide biosynthesis protein CapA	1
CapB	Capsule biosynthesis protein CapB	1
CapC	Capsule biosynthesis protein CapC	1
CapD	Capsular polysaccharide biosynthesis protein CapD	1
CapE	Protein CapE	1
CapF	Capsular polysaccharide biosynthesis protein CapF	1
CapG	Protein CapG	1
CapI	Protein CapI	1
CapJ	Protein CapJ	1
CapK	Protein CapK	1
CapL	Protein CapL	1
CarA	HTH-type transcriptional repressor CarA	1
CarD	Carbapenem antibiotics biosynthesis protein CarD	1
CarH	HTH-type transcriptional repressor CarH	1
CarR	Transcriptional activator protein CarR	1
Cas5	CRISPR-associated protein Cas5	1
Cas7	CRISPR-associated protein Cas7/Cst2/DevR	1
CasA	CRISPR system Cascade subunit CasA	1
CasB	CRISPR system Cascade subunit CasB	1
CasC	CRISPR system Cascade subunit CasC	1
CasD	CRISPR system Cascade subunit CasD	1
CasE	CRISPR system Cascade subunit CasE	1
CatM	HTH-type transcriptional regulator CatM	1
CatR	HTH-type transcriptional regulator CatR	1
CbbQ	Protein CbbQ	1
CbbR	HTH-type transcriptional regulator CbbR	1
CbbX	Protein CbbX	1
CbbY	Protein CbbY	1
CbeA	Cytoskeleton bundling-enhancing protein CbeA	1
CbhE	Protein CbhE	1
CbiB	Cobalamin biosynthesis protein CbiB	1
CbiM	Cobalt transport protein CbiM	1
CbiN	Cobalt transport protein CbiN	1
CbiO	Cobalt import ATP-binding protein CbiO	1
CbiQ	Cobalt transport protein CbiQ	1
CbpD	Chitin-binding protein CbpD	1
CbrA	Protein CbrA	1
CbrB	Inner membrane protein CbrB	1
CbrC	UPF0167 protein CbrC	1
CbrD	Achromobactin transport ATP-binding protein CbrD	1
CbtA	Cytoskeleton-binding toxin CbtA	1
CbxX	"Protein CbxX, chromosomal"	1
CcdA	Antitoxin CcdA	1
CcdB	Protein CcdB	1
CcdC	Protein CcdC	1
Ccl2	Cytochrome c-type biogenesis protein Ccl2	1
CcmA	Cytochrome c biogenesis ATP-binding export protein CcmA	1
CcmE	Cytochrome c-type biogenesis protein CcmE	1
CcmF	Cytochrome c-type biogenesis protein CcmF	1
CcmH	Cytochrome c-type biogenesis protein CcmH	1
CcmK	Carbon dioxide-concentrating mechanism protein CcmK	1
CcmL	Carbon dioxide concentrating mechanism protein CcmL	1
CcmM	Carbon dioxide concentrating mechanism protein CcmM	1
CcmO	Uncharacterized protein CcmO	1
CcpN	Transcriptional repressor CcpN	1
CcsA	Cytochrome c biogenesis protein CcsA	1
CcsB	Cytochrome c biogenesis protein CcsB	1
CdhR	HTH-type transcriptional regulator CdhR	1
CdiI	Immunity protein CdiI	1
CedA	Cell division activator CedA	1
CelR	HTH-type transcriptional regulator CelR	1
CelS	"Cellulose 1,4-beta-cellobiosidase (reducing end) CelS"	1
Cell	Cell cycle protein GpsB	1
CemA	CemA-like protein sll1685	1
CeqI	Type-2 restriction enzyme CeqI	1
CexE	Protein CexE	1
CfxR	HTH-type transcriptional regulator CfxR	1
CgeA	Protein CgeA	1
CgeB	Protein CgeB	1
CgeC	Protein CgeC	1
CgeD	Protein CgeD	1
ChaB	Cation transport regulator ChaB	1
ChbG	UPF0249 protein ChbG	1
ChbR	HTH-type transcriptional regulator ChbR	1
CheA	Chemotaxis protein CheA	1
CheL	Chemotactic signal-response protein CheL	1
CheV	Chemotaxis protein CheV	1
CheW	Chemotaxis protein CheW	1
CheY	Chemotaxis protein CheY	1
ChiA	Chitinase ChiA	1
ChiQ	Uncharacterized lipoprotein ChiQ	1
ChpB	mRNA interferase ChpB	1
ChpE	Chemotactic transduction protein ChpE	1
ChpS	Antitoxin ChpS	1
ChrB	Protein ChrB	1
ChrR	Anti-sigma-E factor ChrR	1
ChvG	Sensor protein ChvG	1
ChvI	Transcriptional regulatory protein ChvI	1
CiaH	Sensor protein CiaH	1
CiaR	Transcriptional regulatory protein CiaR	1
CicA	Protein CicA	1
CidA	Holin-like protein CidA	1
CidB	Holin-like protein CidB	1
CinA	CinA-like protein	1
CitB	Transcriptional regulatory protein CitB	1
CitR	HTH-type transcriptional regulator CitR	1
CitS	Sensor protein CitS	1
CitT	Transcriptional regulatory protein CitT	1
ClcA	H(+)/Cl(-) exchange transporter ClcA	1
ClcB	Putative chloride channel protein ClcB-like	1
ClcR	HTH-type transcriptional regulator ClcR	1
ClgR	Transcriptional regulator ClgR	1
ClpB	Chaperone protein ClpB	1
ClpC	Negative regulator of genetic competence ClpC/MecB	1
ClpQ	ATP-dependent protease subunit ClpQ	1
CmpA	Bicarbonate-binding protein CmpA	1
CmpC	Bicarbonate transport ATP-binding protein CmpC	1
CmpD	Bicarbonate transport ATP-binding protein CmpD	1
CmpR	HTH-type transcriptional activator CmpR	1
Cmr5	CRISPR system Cmr subunit Cmr5	1
CmtR	HTH-type transcriptional regulator CmtR	1
CnrA	Nickel and cobalt resistance protein CnrA	1
CnrB	Nickel and cobalt resistance protein CnrB	1
CnrC	Nickel and cobalt resistance protein CnrC	1
CnrH	RNA polymerase sigma factor CnrH	1
CnrR	Nickel and cobalt resistance protein CnrR	1
CnrY	Nickel and cobalt resistance protein CnrY	1
CoaX	Bifunctional enzyme BirA/CoaX	1
CobD	Cobalamin biosynthesis protein CobD	1
CobW	Protein CobW	1
CoiA	Putative competence protein CoiA	1
Cold	Cold shock protein	1
ComA	Competence protein ComA	1
ComB	Transport protein ComB	1
ComM	Competence protein ComM	1
ComN	Post-transcriptional regulator ComN	1
ComQ	Competence regulatory protein ComQ	1
ComR	HTH-type transcriptional repressor ComR	1
CopA	Protein CopA/IncA	1
CopG	Protein CopG	1
CopR	Plasmid copy control protein CopR	1
CopS	Sensor protein CopS	1
CopY	Transcriptional repressor CopY	1
CopZ	Copper chaperone CopZ	1
Copy	Copy number protein	1
CorA	Magnesium transport protein CorA	1
CorC	Magnesium and cobalt efflux protein CorC	1
CowN	N(2)-fixation sustaining protein CowN	1
CoxA	Sporulation cortex protein CoxA	1
CpcG	Phycobilisome rod-core linker polypeptide CpcG	1
CpsC	Capsular polysaccharide biosynthesis protein CpsC	1
CptA	Toxin CptA	1
CptB	Antitoxin CptB	1
CpxA	Sensor protein CpxA	1
CpxP	Periplasmic protein CpxP	1
CpxR	Transcriptional regulatory protein CpxR	1
CrcB	Putative fluoride ion transporter CrcB	1
CreA	Protein CreA	1
CreB	Transcriptional regulatory protein CreB	1
CreC	Sensor protein CreC	1
CreD	Inner membrane protein CreD	1
CrfC	Clamp-binding protein CrfC	1
CrgA	Cell division protein CrgA	1
CrtB	Bifunctional protein CrtB/UppS	1
CrtJ	Protein CrtJ	1
CrtK	Protein CrtK	1
CsaA	Protein CsaA	1
CsbA	Protein CsbA	1
CsbC	Probable metabolite transport protein CsbC	1
CsbD	Stress response protein CsbD	1
CsdE	Sulfur acceptor protein CsdE	1
Cse1	CRISPR-associated protein CasA/Cse1	1
Cse2	CRISPR-associated protein Cse2	1
CseA	Lipoprotein CseA	1
CseB	Transcriptional regulatory protein CseB	1
CseC	Sensor protein CseC	1
CsfB	Protein CsfB	1
CsgC	Curli assembly protein CsgC	1
CsgE	Curli production assembly/transport component CsgE	1
CsgF	Curli production assembly/transport component CsgF	1
CsgG	Curli production assembly/transport component CsgG	1
CsiD	Protein CsiD	1
CsiE	Stationary phase-inducible protein CsiE	1
CsiR	HTH-type transcriptional repressor CsiR	1
Csm1	CRISPR-associated protein Cas10/Csm1	1
Csm2	CRISPR type III-associated protein Csm2	1
Csm3	CRISPR type III-associated RAMP protein Csm3	1
Csm4	CRISPR type III-associated RAMP protein Csm4	1
Csm5	CRISPR type III-associated RAMP protein Csm5	1
Csm6	CRISPR-associated protein Csm6	1
Csn2	CRISPR-associated protein Csn2	1
CsoR	Copper-sensing transcriptional repressor CsoR	1
CspA	Cold shock protein CspA	1
CspB	Cold shock protein CspB	1
CspC	Cold shock protein CspC	1
CspD	Cold shock protein CspD	1
CspE	Cold shock-like protein CspE	1
CspF	Cold shock-like protein CspF	1
CspG	Cold shock-like protein CspG	1
CspH	Cold shock-like protein CspH	1
CspI	Cold shock-like protein CspI	1
CspJ	Cold shock-like protein CspJ	1
CspV	Cold shock protein CspV	1
CssC	Chaperone protein CssC	1
CssD	Outer membrane usher protein CssD	1
CssR	Transcriptional regulatory protein CssR	1
Cst2	CRISPR-associated protein Cas7/Cst2/DevR	1
Csy1	CRISPR-associated protein Csy1	1
Csy2	CRISPR-associated protein Csy2	1
Csy3	CRISPR-associated protein Csy3	1
CtaG	Protein CtaG	1
CtpA	Carboxy-terminal processing protease CtpA	1
CtpB	Carboxy-terminal processing protease CtpB	1
CtrA	Capsule polysaccharide export outer membrane protein CtrA	1
CtrB	Capsule polysaccharide export inner-membrane protein CtrB	1
CtrC	Capsule polysaccharide export inner-membrane protein CtrC	1
CtrD	Capsule polysaccharide export ATP-binding protein CtrD	1
CtsR	Transcriptional regulator CtsR	1
CueR	HTH-type transcriptional regulator CueR	1
CusA	Cation efflux system protein CusA	1
CusB	Cation efflux system protein CusB	1
CusC	Cation efflux system protein CusC	1
CusF	Cation efflux system protein CusF	1
CusR	Transcriptional regulatory protein CusR	1
CutC	Copper homeostasis protein CutC	1
CutR	Transcriptional regulatory protein CutR	1
CutS	Sensor protein CutS	1
CvaA	Colicin V secretion protein CvaA	1
CvaB	Colicin V secretion/processing ATP-binding protein CvaB	1
CwsA	Cell wall synthesis protein CwsA	1
CyaB	Cyclolysin secretion/processing ATP-binding protein CyaB	1
CyaD	Protein CyaD	1
CyaE	Protein CyaE	1
CyaY	Protein CyaY	1
CycH	Cytochrome c-type biogenesis protein CycH	1
CycK	Cytochrome c-type biogenesis protein CycK	1
CycY	Thiol:disulfide interchange protein CycY	1
CymR	HTH-type transcriptional regulator CymR	1
CynR	HTH-type transcriptional regulator CynR	1
CynX	Cyanate transport protein CynX	1
CysB	HTH-type transcriptional regulator CysB	1
CysC	Bifunctional enzyme CysN/CysC	1
CysL	HTH-type transcriptional regulator CysL	1
CysN	Bifunctional enzyme CysN/CysC	1
CysO	Sulfur carrier protein CysO	1
CysR	Regulatory protein CysR	1
CysZ	Protein CysZ	1
CytR	HTH-type transcriptional repressor CytR	1
CzcA	Cation efflux system protein CzcA	1
CzcB	Cation efflux system protein CzcB	1
CzcC	Cobalt-zinc-cadmium resistance protein CzcC	1
CzcD	Cation efflux system protein CzcD	1
CzcI	Cobalt-zinc-cadmium resistance protein CzcI	1
CzcN	Cobalt-zinc-cadmium resistance protein CzcN	1
CzcR	HTH-type transcriptional regulator CzcR	1
CzcS	Sensor protein CzcS	1
CzrA	HTH-type transcriptional repressor CzrA	1
DASH	Cryptochrome DASH	1
DafA	Protein DafA	1
DagR	Transcriptional regulatory protein DagR	1
DamX	Protein DamX	1
DasR	HTH-type transcriptional repressor DasR	1
DcmR	Transcriptional repressor DcmR	1
DcrB	Protein DcrB	1
DcsG	Cycloserine biosynthesis protein DcsG	1
DctR	HTH-type transcriptional regulator DctR	1
DcuR	Transcriptional regulatory protein DcuR	1
DdeI	Type-2 restriction enzyme DdeI	1
DdrA	Single-stranded DNA-binding protein DdrA	1
DdrB	Single-stranded DNA-binding protein DdrB	1
DedA	Protein DedA	1
DedD	Protein DedD	1
DegA	HTH-type transcriptional regulator DegA	1
DegM	Sensor protein DegM	1
DegQ	Degradation enzyme regulation protein DegQ	1
DegR	Regulatory protein DegR	1
DegU	Transcriptional regulatory protein DegU	1
DegV	DegV domain-containing protein	1
DesR	Transcriptional regulatory protein DesR	1
DevR	CRISPR-associated protein Cas7/Cst2/DevR	1
DfrA	Protein DfrA	1
DgdR	HTH-type transcriptional regulator DgdR	1
